ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
ID_MUD2036,8/12/2009,8/12/2010,Male,44,8/12/2009,1,Saloon,Black,Kia,Port Harcourt,Rivers,Customized Motor,0
ID_OQE3KLQ,8/12/2009,8/12/2010,Male,46,8/12/2009,5,,,,,,CarSafe,0
ID_RCZL5N0,8/12/2009,8/12/2010,Male,48,8/12/2009,2,Saloon,Black,Toyota,Makurdi,Benue,Car Classic,0
ID_T6MNGZT,8/12/2009,8/12/2010,Male,48,8/12/2009,4,,,Honda,Gboko,Benue,Customized Motor,0
ID_WBR65I8,8/12/2009,8/12/2010,Male,71,8/12/2009,4,Saloon,Black,Toyota,Kaduna-North,Kaduna,Car Classic,0
ID_3VBEI53,8/12/2009,8/12/2010,Male,72,8/12/2009,3,,,,Tarauni,Kano,Car Classic,0
ID_3ZN2QFP,8/13/2009,8/13/2010,Male,30,8/13/2009,1,Saloon,Blue,Toyota,,,CarSafe,0
ID_7I1DZAL,8/13/2009,8/13/2010,Male,31,8/13/2009,4,,Unknown,Honda,Makurdi,Benue,Car Classic,0
ID_CTHVY9O,8/13/2009,8/13/2010,Female,44,8/13/2009,4,,,,Bonny,Rivers,CarSafe,0
ID_CPTF9BZ,8/13/2009,8/13/2010,Female,55,8/13/2009,5,Saloon,Black,Toyota,Effurun,Delta,Car Classic,1
ID_NDCQK7P,8/13/2009,8/13/2010,Female,30,8/13/2009,5,Saloon,Silver,Lexus,,,Car Classic,1
ID_8APIKX3,8/13/2009,8/13/2010,Male,54,8/13/2009,5,,,Toyota,,,Customized Motor,0
ID_2WX8Q03,8/13/2009,8/13/2010,Male,42,8/13/2009,1,,,BMW,,,Car Classic,0
ID_6ICPY35,8/13/2009,8/13/2010,Male,35,8/13/2009,1,Saloon,Unknown,Toyota,Ikeja,Lagos,Car Classic,0
ID_II6KTPH,8/13/2009,8/13/2010,Male,43,8/13/2009,2,Saloon,White,Toyota,,,Car Classic,0
ID_9T6BU31,8/14/2009,8/14/2010,Female,34,8/14/2009,5,Saloon,Silver,Kia,Asaba,Delta,Car Classic,0
ID_C0L9GI4,8/14/2009,8/14/2010,Female,37,8/14/2009,3,Saloon,Silver,Nissan,,,Car Classic,0
ID_HTODXCI,8/14/2009,8/14/2010,Female,36,8/14/2009,3,SUV,Cream,Mitsubishi,Effurun,Delta,Car Classic,0
ID_LNFYZO5,8/14/2009,8/14/2010,,120,8/14/2009,2,Saloon,Black,Hyundai,,,Customized Motor,0
ID_XFLSKFD,8/14/2009,8/14/2010,Male,39,8/14/2009,4,,,,Kuje,Abuja,CarSafe,1
ID_PKGF0VI,8/14/2009,8/14/2010,Entity,120,8/14/2009,2,,Unknown,Ford,Makurdi,Benue,Car Classic,0
ID_GLO5HQF,8/14/2009,8/14/2010,Female,32,8/14/2009,2,Saloon,Grey,Toyota,Bonny,Rivers,Car Classic,0
ID_46KR49L,8/15/2009,8/15/2010,Male,37,8/15/2009,3,Saloon,Black,Toyota,,,Car Classic,0
ID_68G5LH0,8/15/2009,8/15/2010,,120,8/15/2009,3,,,Toyota,Port Harcourt,Rivers,Car Classic,1
ID_8NDT33F,8/15/2009,8/15/2010,Female,34,8/15/2009,4,Saloon,Ash,Toyota,Kaduna-North,Kaduna,Car Classic,0
ID_J9TBC8F,8/15/2009,8/15/2010,Male,46,8/15/2009,2,Saloon,Black,Toyota,,,CarSafe,0
ID_NNOQE12,8/15/2009,8/15/2010,Male,57,8/15/2009,1,,Unknown,Lexus,,,Car Classic,1
ID_SDC0WVJ,8/15/2009,8/15/2010,Male,54,8/15/2009,2,Saloon,Unknown,Toyota,Obio-Akpor,Rivers,Customized Motor,1
ID_ORJY7AX,8/15/2009,8/15/2010,Male,20,8/15/2009,3,,,Honda,,,Car Classic,1
ID_JGZ9VAI,8/15/2009,8/15/2010,Male,31,8/15/2009,4,SUV,White,Lexus,,,Car Classic,1
ID_A5VM1L6,8/15/2009,8/15/2010,Male,34,8/15/2009,4,Saloon,Grey,Toyota,,,Car Classic,0
ID_ORRXOVT,8/15/2009,8/15/2010,Male,78,8/15/2009,2,SUV,Black,Mercedes,Kaduna-North,Kaduna,Car Classic,1
ID_6C5FQNG,8/15/2009,8/15/2010,Male,38,8/15/2009,4,,Blue,Toyota,Makurdi,Benue,Motor Cycle,0
ID_0046BNK,8/16/2009,8/16/2010,Female,79,8/16/2009,3,SUV,Grey,Toyota,Asaba,Delta,Car Classic,0
ID_4BLHWYA,8/16/2009,8/16/2010,Male,45,8/16/2009,4,Saloon,Black,Toyota,,,Car Plus,1
ID_LUL63CB,8/16/2009,8/16/2010,Male,28,8/16/2009,3,Saloon,Black,Toyota,Enugu-North,Enugu,Car Classic,0
ID_GLO5HQF,8/16/2009,8/16/2010,Female,32,8/16/2009,1,Saloon,Grey,Toyota,,,Car Classic,0
ID_FV2T36I,8/16/2009,8/16/2010,Male,38,8/16/2009,1,SUV,Green,Toyota,,,Car Classic,1
ID_5IVQZP1,8/16/2009,8/16/2010,Male,44,8/16/2009,5,,,Toyota,Epe,Lagos,Car Classic,0
ID_QMDP36W,8/16/2009,8/16/2010,Male,42,8/16/2009,2,SUV,White,Toyota,Abeokuta,Ogun,Car Classic,0
ID_BJ7NJ2D,8/17/2009,8/17/2010,Male,39,8/17/2009,2,Saloon,Silver,Kia,,,Car Classic,1
ID_C36OBJR,8/17/2009,8/17/2010,Male,42,8/17/2009,3,,Black,Lexus,Obio-Akpor,Rivers,Car Classic,0
ID_OLDVDIC,8/17/2009,8/17/2010,Female,32,8/17/2009,2,,,Toyota,Kuje,Abuja,Car Classic,0
ID_VRD88AQ,8/17/2009,8/17/2010,,120,8/17/2009,4,SUV,Blue,Toyota,Asaba,Delta,Car Classic,1
ID_8ZAANL5,8/17/2009,8/17/2010,Male,42,8/17/2009,2,Truck,Yellow,Iveco,Bwari,Abuja,CVTP,0
ID_3VBEI53,8/18/2009,8/18/2010,Male,72,8/18/2009,1,,,,Makurdi,Benue,Car Classic,0
ID_6IALR2Z,8/18/2009,8/18/2010,Male,74,8/18/2009,1,,,,Asaba,Delta,Car Classic,0
ID_F2W6G4A,8/18/2009,8/18/2010,Male,34,8/18/2009,1,Saloon,Black,Hyundai,,,Car Classic,1
ID_HQCVQ7Q,8/18/2009,8/18/2010,Male,41,8/18/2009,3,SUV,Black,Mercedes,,,Car Classic,0
ID_7ZZB1TE,8/19/2009,8/19/2010,Female,34,8/19/2009,3,,,,Warri South,Delta,CarSafe,0
ID_IZH2883,8/19/2009,8/19/2010,Entity,22,8/19/2009,4,Saloon,Silver,Toyota,,,Car Classic,0
ID_KAJNIKC,8/19/2009,8/19/2010,Male,1,8/19/2009,1,Saloon,Black,Peugeot,,,CarSafe,0
ID_XSOU8D7,8/19/2009,8/19/2010,Female,56,8/19/2009,5,Saloon,Silver,Toyota,Obio-Akpor,Rivers,Car Classic,0
ID_XKT5H7K,8/19/2009,8/19/2010,Female,31,8/19/2009,1,Saloon,Grey,Toyota,,,Car Classic,0
ID_CIOKONV,8/19/2009,8/19/2010,Male,39,8/19/2009,1,,Red & White,Iveco,,,CVTP,0
ID_1NYIDHV,8/20/2009,8/20/2010,Male,2,8/20/2009,3,Saloon,Silver,Chevrolet,Kuje,Abuja,CarSafe,0
ID_7DOV9SI,8/20/2009,8/20/2010,Male,47,8/20/2009,5,Saloon,Black,Honda,,,Car Classic,1
ID_8I4FXNW,8/20/2009,8/20/2010,Male,37,8/20/2009,3,Saloon,Silver,Toyota,Abuja Municipal,Abuja,Car Classic,0
ID_9X1XWDF,8/20/2009,8/20/2010,Female,50,8/20/2009,2,Saloon,Black,Kia,Ado-Odo/Ota,Ogun,CarSafe,0
ID_B1AMD8Y,8/20/2009,8/20/2010,Male,45,8/20/2009,1,SUV,Silver,Toyota,,,Car Classic,0
ID_FYIAJ2K,8/20/2009,8/20/2010,Male,69,8/20/2009,2,Saloon,Green,Toyota,Abeokuta,Ogun,Car Classic,0
ID_O4OHSGI,8/20/2009,8/20/2010,Male,42,8/20/2009,2,SUV,Black,Toyota,Nsukka,Enugu,Car Classic,0
ID_OY42FPS,8/20/2009,8/20/2010,Male,41,8/20/2009,5,Saloon,Black,Toyota,,,Car Classic,0
ID_VU7SUUD,8/20/2009,8/20/2010,Male,50,8/20/2009,4,,,,Zaria,Kaduna,CarSafe,1
ID_SLR4KLN,8/20/2009,8/20/2010,Male,35,8/20/2009,5,Saloon,White,Honda,Zaria,Kaduna,CarSafe,1
ID_9FLUIL7,8/20/2009,8/20/2010,Male,34,8/20/2009,3,Saloon,Black,Toyota,,,Car Classic,0
ID_2CX3KX2,8/21/2009,8/21/2010,Female,45,8/21/2009,3,,,,,,Car Classic,0
ID_FPHDU06,8/21/2009,8/21/2010,Male,38,8/21/2009,3,Saloon,Silver,Volkswagen,Makurdi,Benue,Car Classic,1
ID_YAM8Z34,8/21/2009,8/21/2010,Male,33,8/21/2009,5,Saloon,Silver,Toyota,,,Car Classic,0
ID_0SIGHU6,8/22/2009,8/22/2010,Male,50,8/22/2009,5,,,,Obio-Akpor,Rivers,Car Classic,1
ID_3RADK7P,8/22/2009,8/22/2010,Male,34,8/22/2009,4,SUV,Black,Toyota,,,Car Classic,0
ID_7BBVL4H,8/22/2009,8/22/2010,Unknown,15,8/22/2009,1,Saloon,Black,Volvo,Ibadan-North,Oyo,CarSafe,0
ID_D71X7TQ,8/22/2009,8/22/2010,Male,1,8/22/2009,5,Saloon,Black,Range Rover,,,CarSafe,0
ID_W3HV2NQ,8/22/2009,8/22/2010,Male,3,8/22/2009,2,,,,,,Car Classic,1
ID_U46A9RT,8/22/2009,8/22/2010,Male,37,8/22/2009,4,Saloon,Black,Honda,Gwagwalada,Abuja,Car Plus,1
ID_P06QSST,8/22/2009,8/22/2010,,4,8/22/2009,5,SUV,Black,Hyundai,,,Car Classic,0
ID_2WW429E,8/23/2009,8/23/2010,Male,50,8/23/2009,5,Saloon,Unknown,Toyota,Port Harcourt,Rivers,CarSafe,0
ID_QYISL8N,8/23/2009,8/23/2010,Joint Gender,36,8/23/2009,2,,,,,,Car Classic,0
ID_TRW6JN3,8/23/2009,8/23/2010,,120,8/23/2009,4,SUV,White,Honda,Ikeja,Lagos,Customized Motor,0
ID_Y8NJLTS,8/23/2009,8/23/2010,Male,45,8/23/2009,1,Saloon,Gold,Toyota,Kaduna-South,Kaduna,Car Classic,1
ID_25TUDUF,8/23/2009,8/23/2010,Male,42,8/23/2009,4,Saloon,Silver,Toyota,Nsukka,Enugu,Car Classic,0
ID_COZYF61,8/23/2009,8/23/2010,Female,37,8/23/2009,1,Saloon,Black,Toyota,Enugu-East,Enugu,Car Classic,1
ID_SX4S3J7,8/23/2009,8/23/2010,Male,33,8/23/2009,3,Saloon,Black,Mercedes,Ibadan-South-West,Oyo,Car Classic,0
ID_63SYCTG,8/23/2009,8/23/2010,Male,67,8/23/2009,4,,,Toyota,Abeokuta,Ogun,Car Classic,1
ID_0046BNK,8/23/2009,8/23/2010,Female,79,8/23/2009,4,SUV,Grey,Toyota,Kaduna-South,Kaduna,Car Classic,0
ID_C6T4CJS,8/23/2009,8/23/2010,Male,31,8/23/2009,2,SUV,Blue,Lexus,Zaria,Kaduna,Car Classic,0
ID_32EW08Y,8/23/2009,8/23/2010,Male,38,8/23/2009,1,Saloon,Silver,Toyota,Ibadan-North,Oyo,Car Classic,0
ID_BKRVB9K,8/24/2009,8/24/2010,Male,50,8/24/2009,3,Saloon,Unknown,Toyota,Makurdi,Benue,Car Classic,0
ID_EPA2XVA,8/24/2009,8/24/2010,Female,55,8/24/2009,5,,,,,,Car Classic,1
ID_L4OBB7M,8/24/2009,8/24/2010,Entity,20,8/24/2009,1,,Unknown,,,,Muuve,0
ID_PGAVM2N,8/24/2009,8/24/2010,Joint Gender,33,8/24/2009,5,Saloon,Grey,Toyota,Eti-Osa,Lagos,Car Classic,0
ID_ZF1JDS4,8/24/2009,8/24/2010,Male,30,8/24/2009,1,Saloon,Blue,Lexus,Kaduna-North,Kaduna,Car Plus,1
ID_O1FTWQ7,8/24/2009,8/24/2010,Male,34,8/24/2009,3,Saloon,Dark Gray,Toyota,,,Car Classic,0
ID_PRB1N3H,8/24/2009,8/24/2010,Male,37,8/24/2009,2,Saloon,Grey,Toyota,Ibadan-South-West,Oyo,Car Classic,0
ID_OM9ENNQ,8/25/2009,8/25/2010,Male,39,8/25/2009,1,SUV,Silver,Kia,,,Car Classic,0
ID_RSP1CAQ,8/25/2009,8/25/2010,Female,34,8/25/2009,3,Saloon,Black,Toyota,Abeokuta,Ogun,Car Classic,0
ID_SZV8CKG,8/25/2009,8/25/2010,Joint Gender,48,8/25/2009,3,Saloon,Green,Kia,,,Car Plus,0
ID_T91064J,8/25/2009,8/25/2010,Female,38,8/25/2009,3,,,,Nsukka,Enugu,Car Classic,0
ID_V5KNOB7,8/25/2009,8/25/2010,Male,81,8/25/2009,3,,Brown,Kia,,,Customized Motor,1
ID_B5Y8600,8/25/2009,8/25/2010,Entity,20,8/25/2009,2,,Unknown,Unkown,Bonny,Rivers,CVTP,0
ID_PESFZT5,8/25/2009,8/25/2010,Female,60,8/25/2009,5,SUV,Black,Lexus,,,Car Classic,0
ID_8ZAANL5,8/25/2009,8/25/2010,Male,42,8/25/2009,2,Truck,Yellow,Iveco,Otukpo,Benue,CVTP,1
ID_I3TAEIP,8/25/2009,8/25/2010,Male,46,8/25/2009,5,Saloon,Blue,Honda,,,CarFlex,0
ID_0790YUZ,8/26/2009,8/26/2010,Female,11,8/26/2009,5,,,,Ibadan-South-West,Oyo,Car Classic,0
ID_96DP70R,8/26/2009,8/26/2010,Female,40,8/26/2009,3,,,,Tarauni,Kano,Car Classic,0
ID_LADA0XV,8/26/2009,8/26/2010,Female,41,8/26/2009,4,Saloon,Black,Hyundai,Gwagwalada,Abuja,CarSafe,0
ID_SE82CQW,8/26/2009,8/26/2010,Male,27,8/26/2009,2,Saloon,Unknown,Toyota,Enugu-North,Enugu,Car Classic,1
ID_Z3E07X6,8/26/2009,8/26/2010,,120,8/26/2009,3,,,Ford,Nsukka,Enugu,Muuve,1
ID_W8RO33C,8/26/2009,8/26/2010,Entity,20,8/26/2009,5,,Unknown,,,,Muuve,1
ID_H7IBT13,8/26/2009,8/26/2010,Male,32,8/26/2009,5,Saloon,Gold,Toyota,,,Car Classic,0
ID_WPKBCW9,8/26/2009,8/26/2010,Female,44,8/26/2009,3,SUV,Unknown,Toyota,Bonny,Rivers,Car Classic,1
ID_3BDM8BR,8/27/2009,8/27/2010,Female,40,8/27/2009,5,Saloon,Silver,Toyota,Enugu-North,Enugu,Car Classic,0
ID_94BUCGC,8/27/2009,8/27/2010,Male,35,8/27/2009,2,,Black,Honda,Ibadan-South-West,Oyo,Car Classic,0
ID_I5ATLC8,8/27/2009,8/27/2010,Male,56,8/27/2009,2,,,,,,Car Classic,1
ID_RAJWV0M,8/27/2009,8/27/2010,Male,52,8/27/2009,1,Saloon,Grey,Toyota,Bonny,Rivers,Car Classic,1
ID_Y6N3XLT,8/27/2009,8/27/2010,Female,39,8/27/2009,3,Saloon,White,Toyota,,,Car Classic,1
ID_686A5XM,9/1/2009,9/1/2010,Male,41,9/1/2009,5,SUV,Black,Toyota,,,Car Classic,0
ID_M5CU8CO,9/1/2009,9/1/2010,Male,37,9/1/2009,1,,White,Mercedes,,,Car Classic,0
ID_PWT76PX,9/1/2009,9/1/2010,Male,41,9/1/2009,4,SUV,Black,Mercedes,,,Car Classic,1
ID_0SNXCJ2,9/1/2009,9/1/2010,Female,28,9/1/2009,4,,,,,,Car Classic,0
ID_XGKQPRQ,9/2/2009,9/2/2010,Female,54,9/2/2009,4,Saloon,Black,Toyota,,,CarSafe,0
ID_YIG3PC0,9/2/2009,9/2/2010,Male,44,9/2/2009,4,Saloon,Wine,Toyota,Epe,Lagos,Car Classic,0
ID_JCU5HUE,9/2/2009,9/2/2010,Male,29,9/2/2009,2,Saloon,Unknown,Toyota,Kuje,Abuja,Car Plus,0
ID_AVM1YPJ,9/3/2009,9/3/2010,Male,37,9/3/2009,2,,,Toyota,,,Car Classic,0
ID_GF3Z8J6,9/3/2009,9/3/2010,Male,1,9/3/2009,2,,,,Nsukka,Enugu,CarSafe,0
ID_JEECPL1,9/3/2009,9/3/2010,Male,120,9/3/2009,4,,,,Eti-Osa,Lagos,Car Classic,0
ID_QFY9NWB,9/3/2009,9/3/2010,Male,5,9/3/2009,2,Saloon,Blue,Toyota,Bwari,Abuja,CarSafe,0
ID_WBUS79V,9/3/2009,9/3/2010,Female,30,9/3/2009,4,,,,Nsukka,Enugu,Car Classic,0
ID_WGRJRBY,9/3/2009,9/3/2010,Male,44,9/3/2009,5,,,,Makurdi,Benue,Car Classic,0
ID_XW4PUR1,9/3/2009,9/3/2010,Male,31,9/3/2009,5,,,,Epe,Lagos,CarSafe,1
ID_1RAC7L7,9/3/2009,9/3/2010,Female,32,9/3/2009,3,Saloon,Grey,Toyota,,,Car Classic,1
ID_1WP8205,9/3/2009,9/3/2010,Female,44,9/3/2009,3,Saloon,Grey,Nissan,Effurun,Delta,Car Classic,0
ID_PQRVHFP,9/4/2009,9/4/2010,Male,37,9/4/2009,4,Saloon,Red,Toyota,,,Car Classic,0
ID_UTK6856,9/4/2009,9/4/2010,Male,37,9/4/2009,3,Saloon,Red,Hyundai,Otukpo,Benue,CarSafe,0
ID_HEKDXL0,9/4/2009,9/4/2010,Male,40,9/4/2009,2,Saloon,Black,Toyota,,,Car Classic,0
ID_6CN75KA,9/5/2009,9/5/2010,Male,41,9/5/2009,1,Saloon,Blue,Honda,,,CarSafe,0
ID_B9I7SPT,9/5/2009,9/5/2010,Female,52,9/5/2009,2,Saloon,Black,Hyundai,,,Car Classic,0
ID_DIA8SF7,9/5/2009,9/5/2010,Male,46,9/5/2009,5,Saloon,White,Mercedes,,,Car Classic,0
ID_K40J1QX,9/5/2009,9/5/2010,Unknown,30,9/5/2009,5,,,,Makurdi,Benue,Car Classic,0
ID_MJUJQQ8,9/5/2009,9/5/2010,Female,45,9/5/2009,3,Saloon,Black,Toyota,Obio-Akpor,Rivers,Car Classic,1
ID_R7AB7ZA,9/5/2009,9/5/2010,Male,34,9/5/2009,3,Saloon,Blue,Toyota,,,Car Classic,1
ID_KXFP51N,9/5/2009,9/5/2010,Female,32,9/5/2009,4,,,,,,Car Classic,1
ID_L5WCNRY,9/5/2009,9/5/2010,Entity,20,9/5/2009,3,,Unknown,,Bonny,Rivers,Muuve,0
ID_2BJMJPZ,9/5/2009,9/5/2010,Male,37,9/5/2009,2,,Black,Ford,,,Car Classic,0
ID_499G83R,9/6/2009,9/6/2010,Male,39,9/6/2009,5,,,,Ado-Odo/Ota,Ogun,CarSafe,0
ID_4W6OY1O,9/6/2009,9/6/2010,Female,45,9/6/2009,5,Saloon,White,Lexus,Effurun,Delta,CarSafe,0
ID_AAEZF5S,9/6/2009,9/6/2010,Male,38,9/6/2009,2,Saloon,Blue,Toyota,Ijebu Ode,Ogun,Car Classic,0
ID_LCHZ561,9/6/2009,9/6/2010,Male,33,9/6/2009,4,,,,Zaria,Kaduna,Car Classic,0
ID_V7BJW15,9/6/2009,9/6/2010,Female,64,9/6/2009,4,Saloon,Black,Toyota,,,Car Classic,1
ID_7233GK8,9/6/2009,9/6/2010,Male,35,9/6/2009,5,Saloon,Black,Toyota,Port Harcourt,Rivers,Car Classic,0
ID_6D03AEC,9/7/2009,9/7/2010,Male,27,9/7/2009,1,,,,Ikorodu,Lagos,Car Classic,0
ID_7B40S3Y,9/7/2009,9/7/2010,Unknown,20,9/7/2009,1,,,,Otukpo,Benue,CarSafe,0
ID_8GBHSC0,9/7/2009,9/7/2010,Male,43,9/7/2009,2,SUV,Green,Mercedes,,,Car Classic,0
ID_K4Q6X54,9/7/2009,9/7/2010,Male,38,9/7/2009,2,Saloon,White,Honda,Kuje,Abuja,Car Classic,0
ID_KR7AETG,9/7/2009,9/7/2010,Male,30,9/7/2009,4,Saloon,Blue,Nissan,Sagamu,Ogun,CarSafe,0
ID_LETGNFY,9/7/2009,9/7/2010,Male,40,9/7/2009,5,Saloon,Black,Toyota,Tarauni,Kano,Car Classic,1
ID_YAM8Z34,9/7/2009,9/7/2010,Male,33,9/7/2009,4,Saloon,Silver,Toyota,,,Car Classic,0
ID_ZSI2OKJ,9/7/2009,9/7/2010,Male,39,9/7/2009,2,Saloon,Black,Toyota,Nsukka,Enugu,Car Classic,1
ID_SCTLDRB,9/7/2009,9/7/2010,Entity,10,9/7/2009,4,,,Toyota,,,CVTP,0
ID_36E26TX,9/8/2009,9/8/2010,Male,41,9/8/2009,1,SUV,Gold,Toyota,,,Car Classic,0
ID_INK6QY7,9/8/2009,9/8/2010,Male,20,9/8/2009,2,SUV,Unknown,Toyota,,,Customized Motor,0
ID_SI1RIFV,9/8/2009,9/8/2010,Entity,30,9/8/2009,3,,,Isuzu,,,CVTP,0
ID_B7D7IZR,9/8/2009,9/8/2010,Male,32,9/8/2009,1,SUV,Silver,Toyota,,,Car Classic,1
ID_5EK6FH0,9/8/2009,9/8/2010,Unknown,44,9/8/2009,3,Saloon,Black,Toyota,,,Car Classic,0
ID_K8TRGK2,9/8/2009,9/8/2010,Male,48,9/8/2009,2,Saloon,Gold,Toyota,Tarauni,Kano,Car Classic,0
ID_3XN16VO,9/8/2009,9/8/2010,Male,42,9/8/2009,2,SUV,Black,Ford,Kuje,Abuja,Car Classic,0
ID_4W2J2NJ,9/9/2009,9/9/2010,Male,40,9/9/2009,1,Saloon,Blue,Toyota,Abuja Municipal,Abuja,Car Classic,0
ID_ABV5E0U,9/9/2009,9/9/2010,Male,32,9/9/2009,5,Saloon,Black,Honda,Kaduna-South,Kaduna,Car Classic,0
ID_OU4LY8N,9/9/2009,9/9/2010,Male,67,9/9/2009,4,Saloon,Black,Toyota,,,Car Classic,0
ID_TMF7VMR,9/9/2009,9/9/2010,Female,35,9/9/2009,2,SUV,Silver,Honda,,,CarSafe,0
ID_AV3A0EQ,9/9/2009,9/9/2010,Female,27,9/9/2009,1,Saloon,Red,Honda,Zaria,Kaduna,Car Plus,0
ID_AE3U4I4,9/9/2009,9/9/2010,Female,-5939,9/9/2009,3,,Unknown,Toyota,,,Car Classic,0
ID_P8JW1C5,9/10/2009,9/10/2010,Male,37,9/10/2009,1,,,,Ikorodu,Lagos,CarSafe,1
ID_QEN0KOI,9/10/2009,9/10/2010,Female,33,9/10/2009,4,Saloon,Grey,Lexus,,,Car Classic,0
ID_QKYM0AB,9/10/2009,9/10/2010,Entity,120,9/10/2009,1,,,Hyundai,Epe,Lagos,Car Classic,1
ID_UNY4NE2,9/10/2009,9/10/2010,Male,30,9/10/2009,4,Saloon,Black,Toyota,,,Car Classic,1
ID_XX00JCF,9/10/2009,9/10/2010,Male,36,9/10/2009,3,Saloon,Blue,Toyota,,,Car Plus,1
ID_W2DY3TG,9/10/2009,9/10/2010,Entity,6,9/10/2009,1,Mini Bus,Silver,Toyota,Bwari,Abuja,Car Classic,0
ID_WCX11YF,9/10/2009,9/10/2010,Female,32,9/10/2009,1,Sedan,Black,Lexus,,,Car Classic,1
ID_7MW0N5H,9/10/2009,9/10/2010,Joint Gender,31,9/10/2009,5,SUV,Blue,Toyota,Badagry,Lagos,Car Classic,0
ID_1DHMAC1,9/11/2009,9/11/2010,Male,28,9/11/2009,4,Saloon,Silver,Toyota,Ojo,Lagos,Car Classic,0
ID_7DDJF10,9/11/2009,9/11/2010,Female,35,9/11/2009,2,Saloon,Red,Kia,,,Car Classic,1
ID_8KA4D0E,9/11/2009,9/11/2010,Male,43,9/11/2009,5,Saloon,Black,Toyota,Gboko,Benue,Car Classic,0
ID_9SSWYUI,9/11/2009,9/11/2010,Male,30,9/11/2009,1,Saloon,Black,Toyota,Asaba,Delta,Car Classic,1
ID_HMYV370,9/11/2009,9/11/2010,Male,47,9/11/2009,4,Saloon,Wine,Honda,Port Harcourt,Rivers,Car Classic,0
ID_IXNO48G,9/11/2009,9/11/2010,Male,50,9/11/2009,5,Saloon,White,Ford,Kaduna-North,Kaduna,CarSafe,0
ID_LGN0I7L,9/11/2009,9/11/2010,Male,45,9/11/2009,5,,,Mercedes,Bwari,Abuja,Customized Motor,0
ID_ODGXWIC,9/11/2009,9/11/2010,Entity,20,9/11/2009,1,,,Kia,,,Car Classic,0
ID_ZHHICE4,9/11/2009,9/11/2010,Male,31,9/11/2009,2,Saloon,Silver,Toyota,Gwagwalada,Abuja,Car Classic,0
ID_506TDTN,9/11/2009,9/11/2010,Male,36,9/11/2009,1,SUV,Black,Lexus,,,Car Classic,1
ID_YAYAKTC,9/11/2009,9/11/2010,Male,32,9/11/2009,5,Saloon,Black,Lexus,Obio-Akpor,Rivers,Car Plus,1
ID_83D998D,9/12/2009,9/12/2010,Male,32,9/12/2009,4,,Unknown,Toyota,Warri South,Delta,Car Classic,0
ID_B2PM521,9/12/2009,9/12/2010,Male,68,9/12/2009,3,SUV,White,Lexus,,,Car Classic,0
ID_B762KXA,9/12/2009,9/12/2010,Male,64,9/12/2009,1,,,,Gwagwalada,Abuja,CarSafe,0
ID_C3B5EHF,9/12/2009,9/12/2010,Female,69,9/12/2009,5,Saloon,Ash,Toyota,,,Car Classic,1
ID_USRZ6JE,9/12/2009,9/12/2010,,120,9/12/2009,3,,,Toyota,Gboko,Benue,Muuve,1
ID_4U77288,9/13/2009,9/13/2010,Male,35,9/13/2009,4,Saloon,White,Toyota,Nasarawa,Kano,Car Classic,1
ID_N8Y7156,9/13/2009,9/13/2010,Female,48,9/13/2009,4,SUV,Green,Nissan,Port Harcourt,Rivers,Car Classic,0
ID_P3Q9I8E,9/13/2009,9/13/2010,Female,52,9/13/2009,1,Saloon,White,Honda,Bonny,Rivers,Car Classic,0
ID_PWDC0A5,9/13/2009,9/13/2010,Male,65,9/13/2009,1,,,Kia,,,Car Classic,0
ID_TN7EY80,9/13/2009,9/13/2010,Male,32,9/13/2009,1,,,,Ojo,Lagos,Car Classic,0
ID_XGYSXWU,9/13/2009,9/13/2010,Female,68,9/13/2009,3,,,,Effurun,Delta,Car Classic,1
ID_IVUY789,9/13/2009,9/13/2010,Female,50,9/13/2009,4,SUV,Black,Kia,Gwagwalada,Abuja,Car Classic,0
ID_28MEXRG,9/14/2009,9/14/2010,Female,41,9/14/2009,5,Saloon,Green,Toyota,Ado-Odo/Ota,Ogun,Car Classic,0
ID_6MBX9OY,9/14/2009,9/14/2010,Female,36,9/14/2009,1,SUV,Black,Ford,,,Car Classic,0
ID_CT8BZTP,9/14/2009,9/14/2010,Female,60,9/14/2009,4,Saloon,Blue,Ford,,,CarSafe,0
ID_7R3IW8G,9/14/2009,9/14/2010,Female,36,9/14/2009,2,Saloon,White,Acura,Badagry,Lagos,Car Classic,0
ID_9V1I7CG,9/15/2009,9/15/2010,Female,60,9/15/2009,1,,,,,,Car Classic,0
ID_J4H6X06,9/15/2009,9/15/2010,Female,1,9/15/2009,2,Saloon,Blue,Toyota,,,CarSafe,0
ID_PF06GHX,9/15/2009,9/15/2010,Male,35,9/15/2009,1,Saloon,Green,Toyota,Asaba,Delta,Car Plus,0
ID_DIXTIPK,9/16/2009,9/16/2010,Male,63,9/16/2009,4,Saloon,Black,Chevrolet,Obio-Akpor,Rivers,CarSafe,0
ID_F88MDW8,9/16/2009,9/16/2010,Male,41,9/16/2009,1,Wagon,Silver,Toyota,,,Car Classic,0
ID_JB8S52U,9/16/2009,9/16/2010,Male,41,9/16/2009,1,,,,,,Car Classic,0
ID_NKX63YC,9/16/2009,9/16/2010,Female,60,9/16/2009,3,,,Hyundai,Enugu-East,Enugu,Car Classic,0
