ID,Policy_Start_Date,Policy_End_Date,Gender,Age,First_Transaction_Date,Policy_Count,Car_Category,Car_Colour,Car_Make,LGA_Name,State,Product_Name,Target
ID_NRQIZU2,2008-12-12,2009-12-12,Male,35,2008-12-12,5,Motorcycle,Black & Orange,Honda,Kano Municipal,Kano,Motor Cycle,0
ID_VNT5MUY,2008-12-12,2009-12-12,Female,34,2008-12-12,5,SUV,Silver,Mazda,Kano Municipal,Kano,Car Classic,1
ID_GKY3ID6,2008-12-12,2009-12-12,Male,34,2008-12-12,4,Saloon,Red,Toyota,Makurdi,Benue,Car Classic,1
ID_3JWD0YS,2008-12-12,2009-12-12,Male,38,2008-12-12,4,Saloon,Black,Honda,Kano Municipal,Kano,Car Classic,1
ID_DECSERG,2008-12-12,2009-12-12,Male,47,2008-12-12,3,Saloon,Blue,Toyota,Kaduna-South,Kaduna,Car Classic,1
ID_6QTQXLJ,2008-12-12,2009-12-12,Female,36,2008-12-12,1,SUV,Grey,Volvo,Kano Municipal,Kano,Car Classic,0
ID_EUU3LR9,2008-12-13,2009-12-13,Male,37,2008-12-13,1,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_TRNPV1K,2008-12-13,2009-12-13,Male,40,2008-12-13,2,Saloon,Black,Toyota,Zaria,Kaduna,Car Classic,0
ID_ZU1GLEO,2008-12-13,2009-12-13,Male,45,2008-12-13,2,Saloon,Grey,Honda,Ijebu Ode,Ogun,Customized Motor,0
ID_3LLJLFS,2008-12-13,2009-12-13,Female,32,2008-12-13,2,Saloon,Black,Toyota,Ogbomoso,Oyo,Car Classic,0
ID_PKLNFQM,2008-12-13,2009-12-13,Male,54,2008-12-13,2,Pick Up,Black,Toyota,Kano Municipal,Kano,Customized Motor,1
ID_MOT18O0,2008-12-13,2009-12-13,Male,40,2008-12-13,2,Saloon,Unknown,Unkown,Kaduna-North,Kaduna,Motor Cycle,0
ID_QQV78BP,2008-12-14,2009-12-14,Female,40,2008-12-14,3,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_YDZPOK6,2008-12-14,2009-12-14,Male,43,2008-12-14,3,Saloon,Red,Toyota,Kano Municipal,Kano,Car Classic,1
ID_U2O2G9M,2008-12-14,2009-12-14,Female,39,2008-12-14,4,Saloon,Black,Honda,Zaria,Kaduna,Car Classic,1
ID_OE9FF05,2008-12-14,2009-12-14,Male,50,2008-12-14,1,Saloon,Black,Audi,Kano Municipal,Kano,Car Classic,1
ID_9MOH1RK,2008-12-14,2009-12-14,Male,35,2008-12-14,4,Saloon,Ash,Toyota,Kano Municipal,Kano,Car Classic,1
ID_63SYCTG,2008-12-14,2009-12-14,Male,67,2008-12-14,4,Saloon,Black,Toyota,Sagamu,Ogun,Car Classic,0
ID_TZCM1GI,2008-12-15,2009-12-15,Entity,20,2008-12-15,4,Saloon,Black,Nissan,Kano Municipal,Kano,CVTP,0
ID_UAGR2PM,2008-12-15,2009-12-15,Female,71,2008-12-15,4,Saloon,Red,Toyota,Kano Municipal,Kano,Car Classic,0
ID_W8QX3PG,2008-12-15,2009-12-15,Female,48,2008-12-15,3,Saloon,Black,Land Rover,Kano Municipal,Kano,Customized Motor,0
ID_YB3STAA,2008-12-15,2009-12-15,Female,36,2008-12-15,2,Saloon,Black,Volkswagen,Kano Municipal,Kano,Car Classic,0
ID_O4OHSGI,2008-12-15,2009-12-15,Male,42,2008-12-15,3,SUV,Black,Toyota,Ado-Odo/Ota,Ogun,Car Classic,1
ID_MIJKX5D,2008-12-15,2009-12-15,Female,36,2008-12-15,3,Saloon,Silver,Toyota,Kano Municipal,Kano,CarFlex,0
ID_9HAEC8B,2008-12-16,2009-12-16,Female,38,2008-12-16,2,SUV,Black,Lexus,Kano Municipal,Kano,Car Classic,0
ID_DRH0226,2008-12-16,2009-12-16,Male,36,2008-12-16,5,SUV,Red,Lexus,Bwari,Abuja,Car Classic,1
ID_ENW43HK,2008-12-16,2009-12-16,Female,32,2008-12-16,3,Saloon,Gold,Toyota,Otukpo,Benue,Car Classic,0
ID_6HXYEM5,2008-12-16,2009-12-16,Male,31,2008-12-16,5,Saloon,Grey,Lexus,Kano Municipal,Kano,Car Plus,1
ID_QAVX4VV,2008-12-16,2009-12-16,Male,31,2008-12-16,4,Saloon,Grey,Toyota,Ibadan-South-West,Oyo,Car Classic,1
ID_4PVS09F,2008-12-16,2009-12-16,Male,43,2008-12-16,4,Saloon,Black,Lexus,Kano Municipal,Kano,Car Plus,1
ID_CAHEMZA,2008-12-17,2009-12-17,Joint Gender,46,2008-12-17,1,SUV,Gold,Hyundai,Nsukka,Enugu,Car Classic,1
ID_E2KSP9I,2008-12-17,2009-12-17,Female,46,2008-12-17,1,Saloon,Gold,Toyota,Kano Municipal,Kano,Car Classic,0
ID_USYQU82,2008-12-17,2009-12-17,Joint Gender,46,2008-12-17,4,Saloon,Black,Toyota,Kuje,Abuja,CarSafe,0
ID_WCLK01P,2008-12-17,2009-12-17,Female,48,2008-12-17,1,Saloon,Black,Mitsubishi,Port Harcourt,Rivers,CarSafe,0
ID_P5YXXFT,2008-12-17,2009-12-17,Male,40,2008-12-17,3,Saloon,Black,Mitsubishi,Kano Municipal,Kano,Muuve,1
ID_13Y6P9H,2008-12-17,2009-12-17,Male,25,2008-12-17,5,Saloon,Silver,Lexus,Enugu-East,Enugu,Car Classic,1
ID_CP03B4L,2008-12-17,2009-12-17,Male,35,2008-12-17,5,Saloon,Red,Toyota,Kosofe,Lagos,Car Classic,1
ID_5UWNAJ9,2008-12-18,2009-12-18,Male,44,2008-12-18,1,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_O7XY539,2008-12-18,2009-12-18,Female,52,2008-12-18,2,Saloon,Silver,Pontiac,Kano Municipal,Kano,CarSafe,0
ID_WPKBCW9,2008-12-18,2009-12-18,Female,44,2008-12-18,2,SUV,Unknown,Toyota,Port Harcourt,Rivers,Car Classic,0
ID_ZNSX2WO,2008-12-18,2009-12-18,Male,55,2008-12-18,4,Saloon,Red,Toyota,Kano Municipal,Kano,CarSafe,0
ID_A2RD1EM,2008-12-18,2009-12-18,Entity,40,2008-12-18,1,Pick Up,Grey,Toyota,Kuje,Abuja,CVTP,1
ID_4W1XG0W,2008-12-19,2009-12-19,Male,31,2008-12-19,2,Saloon,Black,Honda,Ogbomoso,Oyo,CarSafe,0
ID_BJ8BRMJ,2008-12-19,2009-12-19,Male,27,2008-12-19,3,Saloon,White,Toyota,Ibadan-South-West,Oyo,Car Classic,0
ID_HVAA2LP,2008-12-19,2009-12-19,Female,27,2008-12-19,3,Saloon,Silver,Toyota,Kano Municipal,Kano,Car Classic,1
ID_32EW08Y,2008-12-19,2009-12-19,Male,38,2008-12-19,4,Saloon,Silver,Toyota,Kano Municipal,Kano,Car Classic,1
ID_22JXFJX,2008-12-20,2009-12-20,Male,50,2008-12-20,3,Saloon,Black,Mercedes,Kano Municipal,Kano,Car Classic,0
ID_IHO3V9D,2008-12-20,2009-12-20,Male,71,2008-12-20,2,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_II0J7DS,2008-12-21,2009-12-21,Male,56,2008-12-21,5,Saloon,Blue,Hyundai,Badagry,Lagos,CarSafe,0
ID_TKVK2S5,2008-12-21,2009-12-21,Male,30,2008-12-21,2,Saloon,Grey,Toyota,Gwagwalada,Abuja,Car Classic,0
ID_8JVMNL5,2008-12-21,2009-12-21,Male,58,2008-12-21,5,Saloon,Blue,Toyota,Kano Municipal,Kano,Car Classic,0
ID_BBW2AAM,2008-12-21,2009-12-21,Male,37,2008-12-21,3,Saloon,Red,Toyota,Kano Municipal,Kano,Car Classic,1
ID_6RY53D7,2008-12-21,2009-12-21,Female,34,2008-12-21,3,Saloon,Ash,Honda,Kano Municipal,Kano,Car Classic,0
ID_4U23OF8,2008-12-22,2009-12-22,Female,19,2008-12-22,3,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_A86HRSP,2008-12-22,2009-12-22,Male,64,2008-12-22,4,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_VXY782U,2008-12-22,2009-12-22,Male,53,2008-12-22,3,SUV,Black,Honda,Kano Municipal,Kano,CarSafe,0
ID_VZF8PJM,2008-12-22,2009-12-22,Male,33,2008-12-22,1,Saloon,Black,Toyota,Bwari,Abuja,Car Classic,0
ID_31C21H5,2008-12-23,2009-12-23,Male,40,2008-12-23,3,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_EQLPIZH,2008-12-23,2009-12-23,Male,65,2008-12-23,3,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_REJFFJ6,2008-12-23,2009-12-23,Male,43,2008-12-23,4,SUV,Black,Honda,Kano Municipal,Kano,CarSafe,0
ID_SQQ0Q3O,2008-12-23,2009-12-23,Male,53,2008-12-23,4,SUV,Green,Toyota,Abuja Municipal,Abuja,Car Classic,0
ID_QX4I5Q1,2008-12-23,2009-12-23,Male,34,2008-12-23,2,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_0TCB8GJ,2008-12-24,2009-12-24,Female,41,2008-12-24,5,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_6L7MEWY,2008-12-24,2009-12-24,Male,45,2008-12-24,2,Saloon,Black,Kia,Kano Municipal,Kano,Car Classic,0
ID_6NRO2VK,2008-12-24,2009-12-24,Female,34,2008-12-24,3,Saloon,Grey,Toyota,Kano Municipal,Kano,Car Classic,0
ID_ORJY7AX,2008-12-24,2009-12-24,Male,20,2008-12-24,1,Saloon,Black,Honda,Kano Municipal,Kano,Car Classic,0
ID_D0U7STE,2008-12-24,2009-12-24,Male,37,2008-12-24,2,Saloon,Green,Toyota,Kano Municipal,Kano,Car Classic,0
ID_ZBQ2WBE,2008-12-24,2009-12-24,Male,32,2008-12-24,2,SUV,Red,Ford,Kano Municipal,Kano,Car Classic,0
ID_5UHIWG7,2008-12-25,2009-12-25,Male,50,2008-12-25,4,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_UYSKMBN,2008-12-25,2009-12-25,Male,42,2008-12-25,2,SUV,Blue,Toyota,Enugu-North,Enugu,Car Classic,0
ID_HVAA2LP,2008-12-26,2009-12-26,Female,27,2008-12-26,4,Saloon,Silver,Toyota,Abuja Municipal,Abuja,Car Classic,1
ID_JSMHQCL,2008-12-26,2009-12-26,Female,20,2008-12-26,3,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_W5BS8ME,2008-12-26,2009-12-26,Male,29,2008-12-26,4,Saloon,Red,Toyota,Kano Municipal,Kano,Car Classic,0
ID_WZOY9Z5,2008-12-26,2009-12-26,Male,39,2008-12-26,5,SUV,White,Toyota,Ogbomoso,Oyo,CarFlex,0
ID_OAW4T27,2008-12-26,2009-12-26,Male,54,2008-12-26,2,Saloon,Black,Mercedes,Kano Municipal,Kano,Customized Motor,1
ID_W5JIEXK,2008-12-27,2009-12-27,Entity,20,2008-12-27,5,Saloon,Black,Mack,Kano Municipal,Kano,CVTP,0
ID_Y42DNHA,2008-12-27,2009-12-27,Female,39,2008-12-27,2,Saloon,Silver,Nissan,Kano Municipal,Kano,Car Classic,0
ID_WDO86UE,2008-12-27,2009-12-27,Male,45,2008-12-27,5,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,1
ID_WW3PEX5,2008-12-27,2009-12-27,Male,52,2008-12-27,4,Saloon,Black,Toyota,Abuja Municipal,Abuja,Car Classic,1
ID_QMDP36W,2008-12-27,2009-12-27,Male,42,2008-12-27,1,SUV,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_VFHQZZL,2009-01-01,2010-01-01,Male,43,2009-01-01,2,SUV,Red,Honda,Kano Municipal,Kano,Car Classic,0
ID_HMYV370,2009-01-01,2010-01-01,Male,47,2009-01-01,5,Saloon,Wine,Honda,Ikorodu,Lagos,Car Classic,1
ID_KTU3341,2009-01-01,2010-01-01,Male,34,2009-01-01,1,Saloon,Red,Toyota,Kano Municipal,Kano,CarFlex,1
ID_Q10T8AR,2009-01-02,2010-01-02,Joint Gender,33,2009-01-02,3,Saloon,Red,Toyota,Kano Municipal,Kano,Car Classic,1
ID_XKX9ECD,2009-01-02,2010-01-02,Male,37,2009-01-02,1,Saloon,Red,Honda,Nasarawa,Kano,CarSafe,0
ID_R7AB7ZA,2009-01-02,2010-01-02,Male,34,2009-01-02,3,Saloon,Blue,Toyota,Badagry,Lagos,Car Classic,1
ID_6SKGDWK,2009-01-02,2010-01-02,Male,40,2009-01-02,4,Saloon,Black,Lexus,Kano Municipal,Kano,Muuve,1
ID_XTK80ND,2009-01-02,2010-01-02,Male,42,2009-01-02,1,Saloon,Wine,Toyota,Kano Municipal,Kano,Car Classic,0
ID_IVMNPRX,2009-01-02,2010-01-02,Male,36,2009-01-02,5,SUV,Black,Hyundai,Kano Municipal,Kano,CarFlex,1
ID_YOC28J1,2009-01-02,2010-01-02,Male,37,2009-01-02,1,Saloon,Blue,Toyota,Kano Municipal,Kano,Car Classic,0
ID_7YCI531,2009-01-03,2010-01-03,Female,62,2009-01-03,4,Saloon,Black,Toyota,Bonny,Rivers,Car Classic,0
ID_A4OXZC4,2009-01-03,2010-01-03,Male,53,2009-01-03,2,Saloon,Grey,Toyota,Badagry,Lagos,Car Classic,0
ID_BW1DVQ2,2009-01-03,2010-01-03,Male,46,2009-01-03,1,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_ZDELJ3D,2009-01-03,2010-01-03,Male,40,2009-01-03,2,Saloon,Black,Honda,Kano Municipal,Kano,CarSafe,0
ID_ZYKRNN4,2009-01-03,2010-01-03,Female,54,2009-01-03,3,Saloon,Red,Nissan,Abuja Municipal,Abuja,CarSafe,0
ID_5AKMPYZ,2009-01-03,2010-01-03,Male,46,2009-01-03,1,Saloon,Black,Toyota,Kosofe,Lagos,Car Classic,0
ID_3GPUZC0,2009-01-03,2010-01-03,Male,37,2009-01-03,5,Saloon,Gold,Toyota,Kano Municipal,Kano,Car Classic,1
ID_27HH31D,2009-01-03,2010-01-03,Male,31,2009-01-03,5,Saloon,Wine,Honda,Obio-Akpor,Rivers,Car Classic,1
ID_LW204TI,2009-01-03,2010-01-03,Male,43,2009-01-03,2,Saloon,Grey,Toyota,Ojo,Lagos,Car Classic,0
ID_6RY53D7,2009-01-03,2010-01-03,Female,34,2009-01-03,4,Saloon,Ash,Honda,Nsukka,Enugu,Car Classic,1
ID_LAEGQJ4,2009-01-03,2010-01-03,Male,52,2009-01-03,1,SUV,Black,Toyota,Nasarawa,Kano,Car Classic,1
ID_2RW1A3J,2009-01-04,2010-01-04,Male,53,2009-01-04,1,Saloon,Black,Toyota,Nasarawa,Kano,Car Classic,0
ID_BB9P1DE,2009-01-04,2010-01-04,Male,32,2009-01-04,2,Saloon,Gold,Toyota,Ibadan-South-West,Oyo,Car Classic,0
ID_EKN9AI8,2009-01-04,2010-01-04,Male,50,2009-01-04,3,Saloon,Black,Toyota,Tarauni,Kano,CarSafe,0
ID_L9MQNQ6,2009-01-04,2010-01-04,Female,42,2009-01-04,3,Saloon,Red,Toyota,Ojo,Lagos,Car Classic,0
ID_PHNCM81,2009-01-04,2010-01-04,Male,65,2009-01-04,5,SUV,White,Toyota,Sagamu,Ogun,Car Vintage,0
ID_42DKLHP,2009-01-04,2010-01-04,Male,46,2009-01-04,2,Saloon,White,Toyota,Kaduna-North,Kaduna,Car Classic,0
ID_7JJS5Y7,2009-01-05,2010-01-05,Male,35,2009-01-05,3,Saloon,Silver,Honda,Ijebu Ode,Ogun,Car Plus,1
ID_L6WO5TG,2009-01-05,2010-01-05,Female,34,2009-01-05,1,Saloon,Black,Toyota,Kano Municipal,Kano,Car Plus,0
ID_N0KY8TE,2009-01-05,2010-01-05,Male,52,2009-01-05,4,Truck,Unknown,Mack,Ijebu Ode,Ogun,CVTP,0
ID_O2E2I1F,2009-01-05,2010-01-05,Female,62,2009-01-05,2,SUV,Blue,Toyota,Kano Municipal,Kano,Car Classic,1
ID_SEWHPZD,2009-01-05,2010-01-05,Male,40,2009-01-05,2,Saloon,Blue,Mercedes,Kano Municipal,Kano,CarSafe,0
ID_14CT2J3,2009-01-05,2010-01-05,Male,40,2009-01-05,4,Saloon,Green,Toyota,Gboko,Benue,Car Classic,1
ID_MYHVWWA,2009-01-05,2010-01-05,Male,36,2009-01-05,5,Saloon,Grey,Toyota,Enugu-East,Enugu,Car Classic,1
ID_DY9G4TF,2009-01-05,2010-01-05,Unknown,36,2009-01-05,1,Saloon,Black,Toyota,Enugu-North,Enugu,Car Classic,1
ID_748NPL9,2009-01-06,2010-01-06,Male,56,2009-01-06,1,Saloon,Silver,Mercedes,Effurun,Delta,Car Plus,0
ID_DOBZCQM,2009-01-06,2010-01-06,Female,28,2009-01-06,1,Saloon,Silver,Toyota,Ogbomoso,Oyo,Car Classic,0
ID_G2O2OTI,2009-01-06,2010-01-06,Male,50,2009-01-06,5,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_T8EES8H,2009-01-06,2010-01-06,Male,50,2009-01-06,1,Saloon,White,Honda,Kano Municipal,Kano,Customized Motor,0
ID_VDV90SZ,2009-01-06,2010-01-06,Male,40,2009-01-06,1,Saloon,Black,Honda,Gboko,Benue,Car Classic,0
ID_OAXKLH9,2009-01-06,2010-01-06,Male,38,2009-01-06,1,Saloon,Green,Mercedes,Kaduna-South,Kaduna,Car Classic,0
ID_6XC5X1H,2009-01-06,2010-01-06,Male,35,2009-01-06,3,Saloon,Black,Mercedes,Kano Municipal,Kano,Car Classic,1
ID_GGKJLK8,2009-01-06,2010-01-06,Female,34,2009-01-06,5,Saloon,Grey,Toyota,Effurun,Delta,Car Classic,1
ID_QAZPUB5,2009-01-06,2010-01-06,Male,36,2009-01-06,3,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,1
ID_9K1VAJL,2009-01-07,2010-01-07,Male,54,2009-01-07,2,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_JMSLV9G,2009-01-07,2010-01-07,Female,40,2009-01-07,1,Saloon,Silver,Toyota,Nsukka,Enugu,CarSafe,0
ID_V8BARY8,2009-01-07,2010-01-07,Male,50,2009-01-07,2,Saloon,Silver,Toyota,Ikeja,Lagos,CarSafe,0
ID_WK8KESW,2009-01-07,2010-01-07,Male,40,2009-01-07,4,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_RMKVCQF,2009-01-07,2010-01-07,Male,72,2009-01-07,3,Saloon,Red,Mercedes,Asaba,Delta,Car Classic,0
ID_1BJ5TY2,2009-01-07,2010-01-07,Male,36,2009-01-07,1,Saloon,Grey,Honda,Warri South,Delta,Car Classic,0
ID_28HM2WQ,2009-01-08,2010-01-08,Male,40,2009-01-08,3,SUV,Blue,Mercedes,Kano Municipal,Kano,Customized Motor,0
ID_5YB0N5I,2009-01-08,2010-01-08,Male,35,2009-01-08,4,Saloon,White,Toyota,Tarauni,Kano,CarSafe,0
ID_YHZMAS7,2009-01-08,2010-01-08,Female,40,2009-01-08,2,Saloon,Black,Toyota,Kaduna-North,Kaduna,Car Classic,0
ID_3BYX20J,2009-01-08,2010-01-08,Male,52,2009-01-08,4,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,1
ID_D09KI06,2009-01-08,2010-01-08,Male,36,2009-01-08,1,Saloon,Red,Toyota,Abuja Municipal,Abuja,Car Classic,0
ID_VQ6DXBA,2009-01-08,2010-01-08,Male,40,2009-01-08,2,Sedan,Black,Toyota,Kosofe,Lagos,Car Classic,0
ID_9EGDRGL,2009-01-09,2010-01-09,Male,40,2009-01-09,1,Saloon,Silver,Toyota,Kano Municipal,Kano,CarSafe,0
ID_MTXDTUI,2009-01-09,2010-01-09,Male,32,2009-01-09,1,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_NCS6UUG,2009-01-09,2010-01-09,Male,40,2009-01-09,3,Saloon,Black,Ford,Makurdi,Benue,Muuve,1
ID_NI0QFJV,2009-01-09,2010-01-09,Male,38,2009-01-09,3,SUV,Red,Mercedes,Kano Municipal,Kano,Customized Motor,0
ID_VHPVBX1,2009-01-09,2010-01-09,Male,53,2009-01-09,2,Saloon,Black,Toyota,Asaba,Delta,Customized Motor,0
ID_W2DY3TG,2009-01-09,2010-01-09,Entity,6,2009-01-09,4,Mini Bus,Silver,Toyota,Bwari,Abuja,Car Classic,1
ID_Z4ZP8WN,2009-01-09,2010-01-09,Joint Gender,20,2009-01-09,3,Saloon,Unknown,Toyota,Kano Municipal,Kano,Car Classic,1
ID_A6DTA9D,2009-01-09,2010-01-09,Male,33,2009-01-09,3,SUV,Silver,Lexus,Kano Municipal,Kano,Car Classic,1
ID_0ZD8TH2,2009-01-10,2010-01-10,Male,36,2009-01-10,5,Saloon,Black,BMW,Bonny,Rivers,Car Plus,0
ID_23PC8LI,2009-01-10,2010-01-10,Male,59,2009-01-10,5,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_2L0MCGY,2009-01-10,2010-01-10,Male,54,2009-01-10,2,Saloon,Black,Mercedes,Kano Municipal,Kano,Customized Motor,1
ID_K9EJC7C,2009-01-10,2010-01-10,Male,39,2009-01-10,2,Saloon,Red,Toyota,Kano Municipal,Kano,Car Classic,0
ID_OID4IG3,2009-01-10,2010-01-10,Female,69,2009-01-10,3,SUV,Silver,Hyundai,Kano Municipal,Kano,Car Classic,0
ID_PA8TTLP,2009-01-10,2010-01-10,Entity,40,2009-01-10,5,Saloon,Black,Iveco,Ijebu Ode,Ogun,CVTP,0
ID_QGXZSNA,2009-01-10,2010-01-10,Female,39,2009-01-10,3,Saloon,Red,Toyota,Kano Municipal,Kano,Car Classic,0
ID_QID3EP6,2009-01-10,2010-01-10,Male,33,2009-01-10,4,Saloon,Red,Volvo,Ikorodu,Lagos,CVTP,0
ID_Y3749XD,2009-01-10,2010-01-10,Male,55,2009-01-10,1,Saloon,White,Toyota,Kano Municipal,Kano,CarSafe,0
ID_D7GR2WS,2009-01-10,2010-01-10,Male,75,2009-01-10,4,Saloon,Blue,Mercedes,Gboko,Benue,Car Classic,1
ID_1BJ5TY2,2009-01-10,2010-01-10,Male,36,2009-01-10,4,Saloon,Grey,Honda,Kano Municipal,Kano,Car Classic,1
ID_CZ9DW6L,2009-01-10,2010-01-10,Male,40,2009-01-10,3,Saloon,Black,Lexus,Abeokuta,Ogun,Muuve,1
ID_94MZ8I4,2009-01-11,2010-01-11,Male,40,2009-01-11,3,Saloon,Red,Honda,Asaba,Delta,CarSafe,0
ID_PS1VT7G,2009-01-11,2010-01-11,Male,27,2009-01-11,5,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_PTEAANG,2009-01-11,2010-01-11,Female,36,2009-01-11,3,Saloon,White,Toyota,Nsukka,Enugu,CarSafe,0
ID_QWAE4NL,2009-01-11,2010-01-11,Female,33,2009-01-11,4,Truck,Blue,Iveco,Otukpo,Benue,CVTP,1
ID_VR2QAZE,2009-01-11,2010-01-11,Male,40,2009-01-11,2,SUV,Black,Ford,Ogbomoso,Oyo,Car Classic,0
ID_YN6T6NS,2009-01-11,2010-01-11,Male,30,2009-01-11,3,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_ZBQ2WBE,2009-01-11,2010-01-11,Male,32,2009-01-11,3,SUV,Red,Ford,Kano Municipal,Kano,Car Classic,1
ID_0U7TIAH,2009-01-12,2010-01-12,Male,40,2009-01-12,3,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_2CLTGI7,2009-01-12,2010-01-12,Male,68,2009-01-12,2,Saloon,Red,Toyota,Kano Municipal,Kano,CarSafe,0
ID_8JCFFH9,2009-01-12,2010-01-12,Male,40,2009-01-12,1,Saloon,Black,Toyota,Bonny,Rivers,Car Plus,0
ID_D7F1V7T,2009-01-12,2010-01-12,Female,46,2009-01-12,1,Saloon,Black,Hyundai,Badagry,Lagos,Car Classic,0
ID_E9WY6BB,2009-01-12,2010-01-12,Female,24,2009-01-12,2,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_IGT7V6N,2009-01-12,2010-01-12,Male,41,2009-01-12,1,Saloon,Black,Toyota,Zaria,Kaduna,Car Classic,0
ID_IXGS802,2009-01-12,2010-01-12,Male,31,2009-01-12,2,Saloon,Grey,Kia,Kano Municipal,Kano,Car Classic,0
ID_O1FTWQ7,2009-01-12,2010-01-12,Male,34,2009-01-12,2,Saloon,Dark Gray,Toyota,Ojo,Lagos,Car Classic,0
ID_X8UJVW7,2009-01-12,2010-01-12,Male,38,2009-01-12,4,Saloon,Black,Nissan,Kano Municipal,Kano,CarSafe,1
ID_XNA43SN,2009-01-12,2010-01-12,Male,29,2009-01-12,4,Saloon,Grey,Honda,Enugu-East,Enugu,Car Classic,1
ID_ZWYGCDX,2009-01-12,2010-01-12,Female,35,2009-01-12,5,SUV,Blue,Hyundai,Kano Municipal,Kano,Car Classic,0
ID_SZ2CUCX,2009-01-12,2010-01-12,Unknown,25,2009-01-12,4,Saloon,Unknown,Iveco,Kano Municipal,Kano,CVTP,1
ID_LXL3PF7,2009-01-12,2010-01-12,Entity,34,2009-01-12,5,Saloon,White,Nissan,Kano Municipal,Kano,CVTP,1
ID_PI96RGD,2009-01-12,2010-01-12,Female,37,2009-01-12,5,SUV,Silver,Lexus,Kano Municipal,Kano,Car Classic,1
ID_A5VM1L6,2009-01-12,2010-01-12,Male,34,2009-01-12,1,Saloon,Grey,Toyota,Asaba,Delta,Car Classic,0
ID_4T92ECM,2009-01-13,2010-01-13,Female,49,2009-01-13,4,Saloon,Grey,Toyota,Kano Municipal,Kano,Car Classic,0
ID_H1ZPL5J,2009-01-13,2010-01-13,Male,41,2009-01-13,3,SUV,Black,Lexus,Kano Municipal,Kano,Car Classic,0
ID_XX6OK7L,2009-01-13,2010-01-13,Female,31,2009-01-13,3,Saloon,White,Toyota,Kaduna-North,Kaduna,Car Classic,0
ID_GKDB3E7,2009-01-13,2010-01-13,Male,30,2009-01-13,4,Saloon,Wine,Toyota,Kano Municipal,Kano,Car Classic,1
ID_SFGL8J0,2009-01-13,2010-01-13,Male,36,2009-01-13,2,Saloon,Grey,Toyota,Kano Municipal,Kano,Car Classic,0
ID_S1PLBU6,2009-01-13,2010-01-13,Male,31,2009-01-13,4,SUV,Black,Mercedes,Kosofe,Lagos,Car Classic,1
ID_51CKZR3,2009-01-13,2010-01-13,Male,55,2009-01-13,4,Truck,White,Mack,Kano Municipal,Kano,CVTP,0
ID_0V42RVF,2009-01-14,2010-01-14,Female,39,2009-01-14,1,Mini Bus,Red,Toyota,Enugu-North,Enugu,Car Classic,0
ID_1G3DEYA,2009-01-14,2010-01-14,Male,44,2009-01-14,4,Saloon,Green,Toyota,Nsukka,Enugu,Car Classic,1
ID_1U2G2FV,2009-01-14,2010-01-14,Entity,10,2009-01-14,1,Saloon,Black,Toyota,Kano Municipal,Kano,CVTP,1
ID_9KB1K0J,2009-01-14,2010-01-14,Female,40,2009-01-14,5,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_EGARWPV,2009-01-14,2010-01-14,Male,24,2009-01-14,1,Saloon,Black,Toyota,Ibadan-South-West,Oyo,Car Classic,0
ID_FPINQ7M,2009-01-14,2010-01-14,Female,35,2009-01-14,1,SUV,Blue,Ford,Kano Municipal,Kano,Car Classic,0
ID_XHYVP23,2009-01-14,2010-01-14,Unknown,59,2009-01-14,3,SUV,Black,Honda,Kano Municipal,Kano,Car Classic,0
ID_YNWGYOA,2009-01-14,2010-01-14,Joint Gender,50,2009-01-14,5,Saloon,White,Toyota,Effurun,Delta,CarSafe,0
